aspect,review_id,review_date,aspect_rating,overall_rating,score_afinn,score_syuzhet,sentiment_category,title,review_excerpt,review_text
Cleanliness,121474147,Dec 2011,1,1,-3,6.1499999999999995,Positive,Very Disappointing,This hotel in NO way resembles the Bulgari in Milan - with regard to design integrity and quality. It feels like a tired old Marriott (or similar) resort... Your first experience of the hotel is from the cliff top pavilion that houses the concierge. Reception is halfway down t...,"This hotel in NO way resembles the Bulgari in Milan - with regard to design integrity and quality. It feels like a tired old Marriott (or similar) resort... Your first experience of the hotel is from the cliff top pavilion that houses the concierge. Reception is halfway down the cliff. You are greeted by complacent staff, arrangements of stale frangipani and views to the ocean over the rooftops of the cascading villas (dotted with multi-coloured building tarpaulins). Perhaps management could have at least chosen standard black tarpaulins throughout if they were at all concerned that building work would detract from the ambiance of the resort. We booked an Ocean Cliff Villa for $USD1200 (plus taxes of around $240) and received on arrival, as part of the deal, an ""upgrade"" to a two bedroom Ocean Cliff Villa. This villa comprised of a walled entry garden with one enclosed living pavilion with two adjacent bedroom pavilions, an oceanfront plunge pool and exterior seating arrangements . One had to navigate an obstacle course of dirty pavers, located in a water feature, between the entry gate and the living pavilion. There was a standard shabby and dirty jute door mat at the entry of each pavilion - a lovely welcome. Entering the living pavilion there was a bowl of fruit and a welcome note to Mrs Elysia, from the GM, no mention of Mr.?? We were at once taken aback by the very poor quality of the joinery (minibars, wardrobes etc.), door joinery/hardware and soft furnishings. The minibar unit in the living pavilion and the other built-in joinery were particularly poorly constructed. Only a few of the doors to the pavilions were in working order. Many of the door handles were falling off the doors so it made it difficult to know which door to use to access each pavilion. The decking, surrounding the living pavilion, was in poor condition with sections of dry rot. On entering the small plunge pool one quickly noticed the mould around the edges of the pool. Make shift plywood roof boarding was clumsily retrofitted to link the pavilions (presumably to shield the rain). Yes there were B&O TV's in the bedroom pavilions. But in the main Living Pavilion the view of the ocean was completely obliterated by an extremely large basic LG TV. The bathroom had a shower stall lined with a sandstone type of material on the walls and floor. This sandstone was filthy - marked with mould and dark black streaks of dirt. The shower smelt dank and I needed to wear flip flops to actually stand to enter it. On turning on the water two small brown frogs jumped out of the shower floor waste and hopped around my legs while I showered. Disgusting! I had no desire at all to use the sunken bath as the slip proof stripping on the base of the bath was a dirty grey/brown colour. We weren't able to access the outdoor shower adjacent to the bathroom as again the door handle didn't work. The exterior shower wasn't too appealing either. The sheets and bedding were good quality. We couldn't understand why a large emergency lighting fitting appeared to be retrofitted under the bedside tables. Had the designer or contractor forgotten to include this essential life safety function in the base building design?? The majority of the glazing in the sleeping/living pavilions were covered by metres of pinch pleated block out curtains that dragged onto the floor. There was a coffee machine that had been used, by a previous guest, and not cleaned by housekeeping. An opened can of soda was also in the fridge (from a previous guest). There were NO nibbles of any kind provided - such as nuts, biscuits, chocolates etc. The majority of the shelves in the minibar units were bare except for a layer of dust. A kettle was located on a small stool adjacent to the joinery unit. The villas were generally very dusty. A sad little orchid with two drooping flowers was placed on the desk. We tried three times to order a bucket of ice from room service. On the third try we received a crude timber bucket of ice - no tray, napkins or glasses - just plonked onto the timber table. So horrified at the state of our villa we asked for a tour of one of the ocean cliff villas that we had actually booked. None were available so we were taken to one of the standard ocean view villas - higher up the hill. Although slightly less grotty, than our upgraded villa, it was similar in design and quality. We also decided to take a look at the beach and ""beach club"". It was a sweaty five minute trip in the inclined elevator. The beach bar looked like a Dai Pai Dong from a back street in Southern China - with some basic chairs and tables on two levels. We took a quick look at the beach. It consisted of a small strip of sand with some sun loungers and guests grilling themselves in the sun - without the possibility of cooling off in the inaccessible surf. The one common area pool, by the other restaurant and bar outlets, was rather small but it did have some nice covered cabanas around it. The weather was very hot and sunny. I can only imagine what it is like here when it rains. The whole resort is on a very steep slope and walking around on very uneven rough cobblestones was not a pleasant experience when it wasn't raining. The golf buggies that the staff drive around also showed signs of wear and tear. On returning to our villa we entered the sleeping pavilion to be greeted by a large mess of orange peel and flesh littered all over the floor by the bed. Obviously one of the resident monkeys had pushed open the closed (but not locked) door to the the room and enjoyed the facilities. We rang and advised the guest relations officer and quickly two chaps came to clean up the mess. They left the remaining oranges, that the chimp hadn't eaten, in the bowl - just incase we were a little peckish later?! So each time we moved between the living and sleeping pavilion we had to ensure that we locked the door. Before long there was a procession of chimps climbing along the seafront wall in front of the plunge pool. Viewing these cute creatures was the only highlight of our stay. Although my heart sank as I realised that they probably also enjoyed the plunge pool as well as the fruit bowl. After a couple of hours, of being watched intently by the chimps and feeling like we were the ""animals in the zoo"", we decided to leave our villa and have a drink at the main bar and an early dinner. The Italian restaurant had a private function so we booked a table at the Sangkar - the ""all day dining"" restaurant. Before leaving we rang and asked to meet with the General Manager in the morning in our villa - not mentioning the reason for our request. The Sangkar dinner menu was a mix of ""international"" items. We settled on the local indonesian fare. The food was good - not outstanding. Our fellow diners (infact all the other guests in the resort that we saw) appeared to be on package deals. The GM approached us during dinner and we had a quick discussion about our disappointment of the quality of the resort. We would have much preferred a chat with him in private. Breakfast was dismal. A really standard buffet with poor quality pastries, over-sweet yoghurt concoctions, sweaty cheese/meats - standard, standard fare - buzzing with flies. There was a small standard menu of congie, eggs etc. cooked to order. We didn't have any appetite to try these options. On leaving, the lock on the sleeping villa fell off the door and fell onto the ground...priceless ! We left early in the morning despite a guaranteed 4pm check-out. When we checked out we were advised that the GM had ""comped"" the room and all expenses (due to our displeasure at the standard of the product). I'm sure the clientele that we observed may have enjoyed their stay at the Bali Bulgari - probably only interested in the cachet of the Brand Name - and oblivious to the standard of a true five star hotel. There are many excellent, world class, five star resorts in Bali. In our opinion the Bulgari isn't one of them."
Cleanliness,26034594,Mar 2009,1,2,-3,9.5,Positive,Bad Villa Condition and Sloppy Housekeeping,"This resort supposedly represents the pinnacle of luxury in Bali as well as in Asia and have spectacular views. Indeed this hotel / resort is unlike any I have stayed before. The Bulgari chain only have two hotels in the world, and strive to deliver cutting edge luxury with co...","This resort supposedly represents the pinnacle of luxury in Bali as well as in Asia and have spectacular views. Indeed this hotel / resort is unlike any I have stayed before. The Bulgari chain only have two hotels in the world, and strive to deliver cutting edge luxury with contemporary design and rely on the drawing power of the Bvlgari brand. One thing you need to realize first is that this resort is very very expensive, the most pricey in Bali with rack rates starting in the range of thousand dollars per night. Booked the upper tier cliff ocean villa which has a direct ocean front view. However, it may not make sense to pay for the extras since you can get the same or better view from the resort’s common areas. The villa is divided neatly into outdoor and indoor area. The outdoor area comprises the dinning area, living room, a small ( and I mean very small ) garden and a very small plunge pool ( for dipping only, not for swimming ). The indoor area comprises of the bedroom, closet and bathroom. As expected, the design is modern contemporary and there’s a lot of attention to detail using much custom furniture and fittings. There’s also a stylish B&O TV which I enjoyed very much playing music and watch movies in it. . Floor to Ceiling wood panel windows allow the ocean view to pour into the room. Bathroom is a full ensuite with a deep soaking tub and is nicely designed but a bit too dark ( black is the color used here ). Nice Bvlgari toiletries provided. Bed is very comfy and sheets and bed linens are all first class. It’s also kind of nice to fall asleep listening to the ocean sounds. Unfortunately, there are also too many negatives. Things are not that easy to figure out, starting with the annoying doors that you have to twist the knob and key to a certain position otherwise it won’t open. There are many switches in the villa which took me quite a while to figure out, and I am used to high-tech hotel rooms. The room is also very dark and dim, especially at night with the predominant black and dark brown color scheme. Wireless Internet is complimentary but slow and unreliable. The worse of all is the wear and tear evident everywhere throughout the villa ( see photos ) and this resort is just barely over two years old, the result of using wood extensively which bears the scratch marks over prolong use and is rather unsightly. One standing lamp is so severely stained that it looked like someone just vomited over it. Strange that for the price this resort is charging, it is not doing more to in refurbishing and maintenance and it shows. I have stayed at older hotels and resorts which much better condition. It's a matter of whether the hotel is willing to invest in refurbishment. The wear and tear problem is exacerbated by the sloppy housekeeping of this resort. Dirt and stains all over the villa, cups not cleaned properly and strands of human hair in one of the amenity boxes ( see photos ). Totally unacceptable. Finally, to round up the series of annoying incidents, the aircon became warm middle of the night ( I have to adjust the temperature down to compensate ) and for some weird reasons, the cordless phone gave out a peeping sound too. I did complain about the condition of the villa and the sloppy housekeeping. The resort then waived my F&B charges and promised a complimentary night stay which I shall see if they will fulfilled, more as an evidence that the management is interested to rectify the problem rather than I want to come back to try this resort. Disappointingly, the General Manager whom I was told was informed of this complaint, did not bother to personally apologize to me and instead just sent one of his staff to discuss with me about their proposed compensation. He did sent a email afterwards though. The common areas are very nice, with a nice infinity pool ( but again small ), two restaurants, a bar and a gift shop and even a Bvlgari boutique right inside the resort. There’s a beach but can’t swim in it because of high tide. As expected, the prices for everything here is very expensive. Landscaping throughout the resort is well done indeed and it’s a pleasure to walk around to explore. Service is passable without any major fault but nothing very outstanding as well. Typical of Bali, they will take some time to attend to your request, it’s not immediate. But then this is not a business hotel so perhaps that is to be tolerated. One word of caution. The entire hotel seems to revolve around a specialized group of clientele only, ie the honeymooners and couples looking for a romantic getaway. So only come here to stay if this is your sole purpose, otherwise you will feel seriously out of place and there’s nothing much to do since this place is so secluded. Even if this is your purpose, for the price, there must be better value elsewhere in Bali which boasts literally hundreds of luxury resorts and villas. So in conclusion, this resort is way below expectation. I got a villa in poor condition with extremely sloppy housekeeping and overall, I have to rate this resort a low 2/5. Not withstanding the compensation offered by the resort, all these problems should not have happened in the first place. It’s such a pity because this is frankly a very beautiful resort and if maintain and run properly, has all the potential for greatness."
Cleanliness,124004272,Feb 2012,1,1,1,-1.5,Negative,Disappointing!,"We stayed at the Cliff Villa. It is just an ordinary resort with BVI toiletries. View and location was great but others was disappointing!! We were intruded by monkeys, ants and lice the last night.","We stayed at the Cliff Villa. It is just an ordinary resort with BVI toiletries. View and location was great but others was disappointing!! We were intruded by monkeys, ants and lice the last night."
Cleanliness,161766154,May 2013,1,1,4,3.65,Positive,Such a disappointment,We checked into the resort with high hopes of having a luxury holiday for our family. Such a beautiful and picturesque place. We arrived with our two children 2 and 4 booking a 2 bedroom villa. Unfortunately we weren't able to use our second room as it was in a completely sepa...,"We checked into the resort with high hopes of having a luxury holiday for our family. Such a beautiful and picturesque place. We arrived with our two children 2 and 4 booking a 2 bedroom villa. Unfortunately we weren't able to use our second room as it was in a completely separate structure separated by the plunge pool. All three rooms (2 bedrooms and living area) had subpar cleaning with cobwebs throughout the rooms. We actually requested the cobwebs cleaned in the living space since with was throughout the high ceiling area and was rather unsightly. Both bathtubs had staining and mold around the drains which were cleaned properly when requested. Definitely not what you would expect from a $1800 USD a night resort. The food selection was limited. There was one pool with limited service available there. The beach, while beautiful, was a hike to get to and once you did had a beach that was not swimmable. It was actually quite dangerous. We planned a 3 night stay but left after the second night. When we checked out no one ever asked how our stay was or apologized for the cleanliness. When I asked if there were accomadations that were continuous so we could be in the same structure as the kids but still have a separate room we were told to get a sitter to stay with them in the other room so they could be on their own. We were sorely disappointed and would not recommend this resort to anyone - family or couple."
Cleanliness,197330067,Mar 2014,1,2,5,4.25,Positive,Over rated！,The door in the villa was very very very hard to open，i meant every one of it，and my husband cant even get out of the villa without my help，and he was a healthy man ，i had one of the best view rm in resort but they had to grow two trees in front of the villa so all i saw is th...,The door in the villa was very very very hard to open，i meant every one of it，and my husband cant even get out of the villa without my help，and he was a healthy man ，i had one of the best view rm in resort but they had to grow two trees in front of the villa so all i saw is that two trees when i was staying in my villa， not the ocean，the pool size is just a little bigger than a jacuzzi，i can smell mold everywhere in the villa，and even the towel was a bit wet ，there was dust in every corner，from all the hotel i visit even the four star one they will arrage my cosmatic and stuff when they clean up my room but obviously not this one，however after i tip the cleaner they will do so，the decoration plant in the villa was dry and dying also with some around the villa，the staff was ok but theres one who serve us all the time with poker face，the mini bar had serious smell of mold，the cleaner will spary tons of amount of insecticide on the bed so all i can smell when i go to sleep is the chamical，stuff i wont use at home，food are disgusting all the meat were over cook，and of course it was over price，even a coke cost 7usd，the bathroom mirror light were too bright i feel my eye hurt when i was looking at the mirror，and the reason why i want to stay in bulgari is becoz i heard theres monkey going to the villa，and i cant see any ，even lefting the food outside the villa over night so i guess they had done a great job of getting rid of the monkey，i would only go to four season from now on where ever i go，also the bed were too soft，and the breakfast sucks，cant even make a egg benedit correct
Cleanliness,64906931,May 2010,1,1,10,5.4,Positive,Thousands of Bugs crawling all through the bedroom,My partner and I just came back from an OK dinner at the restaurant and walked into the bedroom to find thousands of bugs and insects everywhere. The crisp white linen of the bed was certainly a contrast to the thousands of black and white bugs that had apparently come through...,"My partner and I just came back from an OK dinner at the restaurant and walked into the bedroom to find thousands of bugs and insects everywhere. The crisp white linen of the bed was certainly a contrast to the thousands of black and white bugs that had apparently come through the roof. We are sitting at the bar now whilst the ""deep clean"" the room, but I have just read the other reviews of how people woke up in the morning to find the bed covered in bugs. Sure is romantic - even the bathroom has thousands of bugs in it - so i cant even wash the darn things off. I won't go into how bad the food was, the fact that they don't even meet you at the airport so you have to line up for hours whilst every other luxury hotel whisks their guests through the fast lane. The resort is lovely, the pool is lovely, the rooms would be beautiful, if only they could do something about the bugs. Planning a romantic stay? Unless insect sex is your thing, stay somewhere else."
Cleanliness,148125708,Dec 2012,1,3,12,4.4,Positive,OK. BUT DECEPTIVELY ADVERTISED.,"At first glance, our villa was pretty, if awkwardly-laid-out. But upon closer examination, there were many shortcomings. Door-knobs fell off in my hand, the toilet flooded in the middle of the night, and we found 10 toenail clippings scattered around the main living area. When...","At first glance, our villa was pretty, if awkwardly-laid-out. But upon closer examination, there were many shortcomings. Door-knobs fell off in my hand, the toilet flooded in the middle of the night, and we found 10 toenail clippings scattered around the main living area. When we pulled back the sheets on one of our beds, we observed a number of tiny bugs. To top it off, the beach was closed. We felt that the website was misleading and made it look like guests could relax and swim on the beach. You can never swim on the beach, and on the day we were there, we were even unable to walk on the beach. There also appears to be a serious fly problem. Flies were swarming around us in our villa and at the restaurant. On the plus side, the staff was extremely pleasant and tried to be accommodating. Every employee we encountered was professional and dedicated. The person who welcomed us, and the butler who was assigned to our villa were amazing, and deserve to work at a facility that reflects their hard work. The property manager was extremely professional. The views were stunning, and the staff was very hospitable. Ultimately, however, we paid for a 5-star experience and got a 3-star result."
Service,307127904,Sep 2015,1,2,-7,-0.8500000000000001,Negative,Tourist Trap for Chinese,"We went for tea and lunch at Bulgari. The view and surroundings are nice, but the service is atrocious and food was average and overpriced. We expected that the food would be expensive and bland, given the location and brand. What was unbelievable was that, in the end, they ac...","We went for tea and lunch at Bulgari. The view and surroundings are nice, but the service is atrocious and food was average and overpriced. We expected that the food would be expensive and bland, given the location and brand. What was unbelievable was that, in the end, they actually even tried to overcharge us for an additional afternoon tea and an additional bottle of champagne, thinking that we wouldn't check the bill when paying. Only after we pointed this out to them and debated multiple times did they agree that they had 'made a mistake' and would not charge for those extras. Of course, no apology or explanation. It's outrageous that a five-star hotel treats their guests this way. Given the number of Chinese guests there while we were (most of our group was also Chinese), it seems they've become too accustomed to ripping off people that don't have a look before paying. Seems the hotel also specializes in Chinese weddings, wonder what prices they charge them!"
Service,122283414,Dec 2011,1,1,-7,0.3,Positive,Very Very Disappointed,"This hotel is overrated. The villa was generally very dirty. We found dead bodies of the bugs and insects on the bed and shower area when we first checked in to the room. They were not removed after our four days' stay there! The pool in the villa was exceptionally small, the ...","This hotel is overrated. The villa was generally very dirty. We found dead bodies of the bugs and insects on the bed and shower area when we first checked in to the room. They were not removed after our four days' stay there! The pool in the villa was exceptionally small, the public one was small compared to all other resorts in the same class. The private beach was a joke. Need to take a lift there. All the way were full of ants! The people there had no knowledge as to what time to arrange hotel car to send us to airport! At this price, we feel cheated!!"
Service,442518240,Dec 2016,1,1,-3,3.6,Positive,Awful services,"People who want the comfortable services, choose other hotels please. These were the worst services that I had experienced. First, when we got into the room, we found that the slippers were used. My mother thought it was disgusting. I tried to contact the butler to change the ...","People who want the comfortable services, choose other hotels please. These were the worst services that I had experienced. First, when we got into the room, we found that the slippers were used. My mother thought it was disgusting. I tried to contact the butler to change the slippers, but I failed because the mobile phone in the room did not work. Finally I used another telephone to reach the butler but I got the new slippers two hours later. That was quiet slow. In the other hotels, I always get my requests solved in 10 minutes. Second, we were out of water in the evening, I asked for several more and the turn down service. They showed up until my parents had gone to bed. Third, we got up at 5AM in that morning because of the early flight, so we want to go to bed early. Unfortunately, there was a party near our villa. They played music loudly. This was unacceptable. People who go to a resort were seeking for relax, peaceful life. The hotel told me they knew the villa near us would hold a party but I got no notification at check-in. I did not know why the hotel arrange us a villa near a party. It really made me sick. By the way, the main door lock of our villa was broke. It's difficult to open from inside. I had to jump down from the wall to get out to complain the party noise. The hotel service was not worth the money I paid definitely. I will warn all of my friends to avoid this hotel in Bali. The only person who care about the guest is the front desk manager, Giovanna. She did a good job to make me calm down."
Service,981263932,Nov 2024,1,1,-1,-0.6,Negative,They say it luxury but..,"Surprisingly, the service here falls far short of what I would expect from a luxury hotel. Extending my stay in this room seems like a bad idea. I never expected our last week in Bali to be such a disappointment……………………………………………………………………….","Surprisingly, the service here falls far short of what I would expect from a luxury hotel. Extending my stay in this room seems like a bad idea. I never expected our last week in Bali to be such a disappointment………………………………………………………………………."
Service,195987935,Mar 2014,1,1,-1,4.95,Positive,Over rated !,"The scenery is really fantastic. But that is just it. We were there for my cousin wedding. We booked weeks ahead and requested a twin bed, but upon check in, it is not available. They were kind enough to offer extra bed in the room. But looking at the bed they brought in, the ...","The scenery is really fantastic. But that is just it. We were there for my cousin wedding. We booked weeks ahead and requested a twin bed, but upon check in, it is not available. They were kind enough to offer extra bed in the room. But looking at the bed they brought in, the bed must have been older than the hotel itself (Should have take photo of the extra bed). Dirty, holes, and with springs that can give you back pain. The room is in great need of renovation. The wooden floor creaks when you walk, some of the wood is rotten and maybe is due to the rainy season, so the wood kind of expand and you need to give the door an extra kick to open it. The worst is at night, i must have killed over twenty mosquito and yet they still keep coming. In the morning, was awaken by monkeys jumping on the roof of the villas. It's something new i must say. Around and in the hotel, there is pretty much nothing to do. One final word, if you are not here on honeymoon, better find another hotel."
Service,163750195,Jun 2013,1,1,2,-0.25,Negative,expensive hotel with unsatisfactory service,The service us terrible. the breakfst had insects lying around. the staff is not responsive to your request and comments i called the golf cart topick up to go to the restaurant but it took more than 15 mins to arrive need to keep on calling to get what you want. i asked them ...,The service us terrible. the breakfst had insects lying around. the staff is not responsive to your request and comments i called the golf cart topick up to go to the restaurant but it took more than 15 mins to arrive need to keep on calling to get what you want. i asked them why it took so long and the response was the restaurant was actually very close to my room and i could walk there.cant believe they are doing this under the name of the luxury brand name yet it is very expensive
Service,206266775,May 2014,1,1,3,3.65,Positive,Unexpectedly a nightmare stay & worst experience ever,Without any prejudice or discrimination i am honest with my feedback on my experience staying in Villa 47 Bulgari Hotel in Bali. It has a stunning views and food which cannot be dispute but the whole experience were a nightmare for us with it's service. I have been traveling a...,"Without any prejudice or discrimination i am honest with my feedback on my experience staying in Villa 47 Bulgari Hotel in Bali. It has a stunning views and food which cannot be dispute but the whole experience were a nightmare for us with it's service. I have been traveling around the world staying in the best hotel around the world and this is the worst ever that i could imagine the hotel staff can't wait throwing us out from the room.I am so upset till i have to make such feedback on my experience. The room were full of mosquitoes which i am not sure any regular fogging has been carried out. Mosquitoes were buzzing around my head in the whole night even after spraying the mosquitoes repellant. Many switches in the villa were spoil. Air conditioning is not working and i was sweating the whole night and kept waking up till the next day i woke up feeling dizzy and terrible where i have to be on my land in Bali working with the Land officer & focus under the hot Bali sun for hours and hours. Woke up in the morning make a quick call to the reception for a late check out due to i have to leave the villa immediately because the land officer has already arrived at the land without any prior notice, Bulgari reception instead of understanding client’s need she insisted pushing us out by 12pm even having said that I suggested to her that I might not come back on time and it will be safer to extend till 3pm instead of 12pm or 130pm because I am being realistic in time for me to come back and take a quick shower and pack which will only takes 10mins. She said to me our people can come in to your villa and pack all your stuff for you before you come back & leaving it at the concierge if i am unable to pack my things in time and you can shower at our outdoor area or spa area that sounded to me like throwing us out from the villa totally without considering our position at that point of time. So rude and not interested to empathize with client’s needs for that few hours of check out time. This is not a standard business city hotel , it is 7 star client experience hotel. I have no choice but to leave the villa immediately , when I left the villa i saw 2 empty wine bottles , wine glasses and broken glasses by the monkey in the morning were all over the floor including the roof top leaves mess on the floor. As expected we came back late due to the measurement, whole body in a mess walking in the bush, sweaty, headache, no energy and hot after measuring the land under the hot sun and hungry. We then stop by the restaurant and we ordered food and the reception at the restaurant came to us and start mentioning to us as in rushing us out from the villa after we have been super tired and hungry. After lunch we immediately go back to the villa , arrived looking at the mess outside the room 2 empty wine bottles, broken glasses on the floor, wine glasses and roof top leaves were all still on the floor meaning that no one actually came in to make up the room the whole morning. Went into our room everything is in a mess with 4 workers inside keeping everything , bedsheets all over the place, in the toilet collecting towels and so on treating us invisible with no care about us coming back into the villa whether we need privacy in order to have a quick shower or change & pack in 10mins, while we were brushing teeth the staff was standing in front of the basin not moving at all, went to the toilet , toilet papers were kept , went to shower left a bottle of conditioner on the floor and keep all the shampoos and body shower gel, Everything is in a mess that I could not recognize where my belonging were left before I leave the villa in the morning in urgency. We were very upset and requested to see the GM and he came to the villa with a sour face as in we were wasting his time after we specifically asking him to come so that we could feedback such a first time experience with Bulgari for their improvements, for a 7 star hotel which is more of a standard 3 star business city hotel , instead of like other 5-7 stars hotel that we have been around the world which provides solutions and suggestions comfortably to accommodate client’s needs if it is really inconvenience the clients. 4 days after returning back home I just realized that I have a very important book that I left on the side of the bed and due to the mess created by the house keeping around the bed area the book was covered underneath bedsheets and left behind without being returned to the lost and found dept. I called and someone by the name of Andara picked up the call and told me he will call me back after checking with lost and found department. The book was clearly left behind in the room when i left and it was a very expensive finance book that i have been doing a research on . With no initiative to further check in a few minutes time the staff called back immediately and just say sorry we did not have any lost and found reported not even checking with me the location of the book or being responsible for the mess that has been created in the room where all location of my things that I have left in the room before leaving the villa in the morning were not easily found. I asked someone to call us and make refund because of the mess they created and no one even care to call. It means no one does any checking as well on the villa before the guest leaves . This is a totally unacceptable in a 7stars hotel and it brings an embarrassment and brand damage to such a luxury brand “BULGARI” . I only wish if they could be more responsible for what they have caused at least making an effort to purchase the same book and refund it back to us. It is not about the book but the responsibility and effort that one make in a service and hospitality business to gain trust among clients with the hotel and leave with a good image. I am speechless with unexpected nightmare stay with Bulgari in Bali. I just hope to get my book back"
Service,175413901,Sep 2013,1,3,6,3.3,Positive,Not worth the price,"Stayed at the very last day of our honeymoon after spending 4 nites at Komaneka Ubud on 2011. It is not worth the price. Pros: good view, good sound system, nice in-villa pool. Cons: compare to the local hotel we went, the service was worse, no sense of hospitality. the bathro...","Stayed at the very last day of our honeymoon after spending 4 nites at Komaneka Ubud on 2011. It is not worth the price. Pros: good view, good sound system, nice in-villa pool. Cons: compare to the local hotel we went, the service was worse, no sense of hospitality. the bathrooms was not that clean with dust under the basinz Some monkeys ate our juice."
Sleep quality,122283414,Dec 2011,1,1,-7,0.3,Positive,Very Very Disappointed,"This hotel is overrated. The villa was generally very dirty. We found dead bodies of the bugs and insects on the bed and shower area when we first checked in to the room. They were not removed after our four days' stay there! The pool in the villa was exceptionally small, the ...","This hotel is overrated. The villa was generally very dirty. We found dead bodies of the bugs and insects on the bed and shower area when we first checked in to the room. They were not removed after our four days' stay there! The pool in the villa was exceptionally small, the public one was small compared to all other resorts in the same class. The private beach was a joke. Need to take a lift there. All the way were full of ants! The people there had no knowledge as to what time to arrange hotel car to send us to airport! At this price, we feel cheated!!"
Sleep quality,442518240,Dec 2016,1,1,-3,3.6,Positive,Awful services,"People who want the comfortable services, choose other hotels please. These were the worst services that I had experienced. First, when we got into the room, we found that the slippers were used. My mother thought it was disgusting. I tried to contact the butler to change the ...","People who want the comfortable services, choose other hotels please. These were the worst services that I had experienced. First, when we got into the room, we found that the slippers were used. My mother thought it was disgusting. I tried to contact the butler to change the slippers, but I failed because the mobile phone in the room did not work. Finally I used another telephone to reach the butler but I got the new slippers two hours later. That was quiet slow. In the other hotels, I always get my requests solved in 10 minutes. Second, we were out of water in the evening, I asked for several more and the turn down service. They showed up until my parents had gone to bed. Third, we got up at 5AM in that morning because of the early flight, so we want to go to bed early. Unfortunately, there was a party near our villa. They played music loudly. This was unacceptable. People who go to a resort were seeking for relax, peaceful life. The hotel told me they knew the villa near us would hold a party but I got no notification at check-in. I did not know why the hotel arrange us a villa near a party. It really made me sick. By the way, the main door lock of our villa was broke. It's difficult to open from inside. I had to jump down from the wall to get out to complain the party noise. The hotel service was not worth the money I paid definitely. I will warn all of my friends to avoid this hotel in Bali. The only person who care about the guest is the front desk manager, Giovanna. She did a good job to make me calm down."
Sleep quality,590940018,Jun 2018,1,2,-1,6.1499999999999995,Positive,Bad Experience,"I was in Bulgari Bali for my honeymoon in April 2018. We chose this hotel to end our trip with a flourish, since the infrastructure seemed to be amazing. We chose a vila with front seaview but our problems started on the very first day. Our villa stood right beside a house tha...","I was in Bulgari Bali for my honeymoon in April 2018. We chose this hotel to end our trip with a flourish, since the infrastructure seemed to be amazing. We chose a vila with front seaview but our problems started on the very first day. Our villa stood right beside a house that was rent for wedding parties during our stay. I went to Bulgari looking for peace and quiet, but during 4 days I had to put up with loud Withney Houston, Shakira and PitBull songs until 11pm followed by fireworks. As the nights were bad, we tried to enjoy the days. The worst part of my stay though was while laying naked by my private pool, when I saw a drone filming me and my husband in our privacy. We immediately called the lobby and they apologized for the situation but they said there as nothing they could do to prevent this type of incident. I dont work in the hotel business so I cant tell what should Bulgari have done for me. They only thing I can do is writing a review to let people know about this embarrassing situation so you can think twice before spending a bulk of money at Bulgari. For the records: restaurants are very good but breakfast is VERY poor with a lot of bread types but small offer os fruits, cheese, yogurt. For eggs, sausages and other you have to right to choose 1 option a day and they will bring it to the table. To be honest: Four Seasos is WAY BETTER in every aspect."
Sleep quality,195987935,Mar 2014,1,1,-1,4.95,Positive,Over rated !,"The scenery is really fantastic. But that is just it. We were there for my cousin wedding. We booked weeks ahead and requested a twin bed, but upon check in, it is not available. They were kind enough to offer extra bed in the room. But looking at the bed they brought in, the ...","The scenery is really fantastic. But that is just it. We were there for my cousin wedding. We booked weeks ahead and requested a twin bed, but upon check in, it is not available. They were kind enough to offer extra bed in the room. But looking at the bed they brought in, the bed must have been older than the hotel itself (Should have take photo of the extra bed). Dirty, holes, and with springs that can give you back pain. The room is in great need of renovation. The wooden floor creaks when you walk, some of the wood is rotten and maybe is due to the rainy season, so the wood kind of expand and you need to give the door an extra kick to open it. The worst is at night, i must have killed over twenty mosquito and yet they still keep coming. In the morning, was awaken by monkeys jumping on the roof of the villas. It's something new i must say. Around and in the hotel, there is pretty much nothing to do. One final word, if you are not here on honeymoon, better find another hotel."
Sleep quality,210054834,Jun 2014,1,2,0,-0.75,Negative,There are so many better options in Bali!,"My wife and I just back from a trip to Thailand and Bali. Of the 5 hotels we stayed(all in the same price range and service level of bulgari), Bulgari was our least favorite and most expensive. Our room would constantly leak every day. So, when we left in the morning there wou...","My wife and I just back from a trip to Thailand and Bali. Of the 5 hotels we stayed(all in the same price range and service level of bulgari), Bulgari was our least favorite and most expensive. Our room would constantly leak every day. So, when we left in the morning there would be a puddle of water in the bathroom. When we woke up in the morning, there would be a puddle of water in the bathroom. Every day for 3 days. In addition to this, there seemed to be more mosquitoes in our room than outside our room, I have to assume the water collection everyday had something to do with that. Lastly, the bed spread had blood on it. The blood was not ours and unfortunately we found it in the morning after sleeping with it the night before. In addition to the room, there seemed to be a lot of misunderstandings with the hotel staff. Granted, we speak English and this is probably a second language to most of the staff, but there just seemed to be a lot of things they didn't understand or miscues on their end that could have easily been avoided. Lastly, the overall price at the hotel was a lot more than all the other places we stayed at(2 4 seasons, peninsula and a COMO property). There are so many other options in Bali, that would just avoid Bulgary altogether. There beach isnt anything special, you cant even swim in their portion of the ocean. The only redeemable thing is their views, but you can get that same view at a few other hotels in the area."
